product,author,rating_count,rating,price,product_url
"Learning Tableau 2020: Create effective data visualizations, build interactive visual analytics, and transform your organization, 4th Edition  ",Joshua N. Milligan,195  ,4.4  ,37.99,https://www.amazon.com/Learning-Tableau-2020-visualizations-organization/dp/1800200366/ref=sr_1_10?keywords=Tableau&qid=1669446486&sr=8-10
Tableau - Business Intelligence Clinic: Create and Learn  ,,67  ,4.4  ,9.95,https://www.amazon.com/Tableau-Business-Intelligence-Clinic-Create-ebook/dp/B07VY78KHQ/ref=sr_1_11?keywords=Tableau&qid=1669446486&sr=8-11
"Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau, 3rd Edition  ","Marleen Meier, David Baldwin",86  ,4.4  ,46.99,https://www.amazon.com/Mastering-Tableau-2021-intelligence-techniques/dp/1800561644/ref=sr_1_12?keywords=Tableau&qid=1669446486&sr=8-12
"Tableau Desktop Pocket Reference: Essential Features, Syntax, and Data Visualizations  ",Ryan Sleeper,46  ,4.4  ,10.61,https://www.amazon.com/Tableau-Desktop-Pocket-Reference-Visualizations/dp/1492093483/ref=sr_1_13?keywords=Tableau&qid=1669446486&sr=8-13
Tableau for Healthcare  ,"Daniel Benevento, Katherine Rowell",98  ,4.3  ,59.99,https://www.amazon.com/Tableau-Healthcare-Daniel-Benevento/dp/0578777924/ref=sr_1_14?keywords=Tableau&qid=1669446486&sr=8-14
"TABLEAU FOR BEGINNERS & ADVANCED USERS: THE COMPLETE TABLEAU MASTERY GUIDE FOR BUSINESS INTELLIGENCE, DATA ANALYSIS & DATA VISUALIZATION  ",WISDOM SCHOLARS,11  ,3.3  ,15.0,https://www.amazon.com/TABLEAU-BEGINNERS-ADVANCED-USERS-VISUALIZATION/dp/B09MDT7K9R/ref=sr_1_15?keywords=Tableau&qid=1669446486&sr=8-15
"Communicating Data with Tableau: Designing, Developing, and Delivering Data Visualizations  ",Ben Jones,90  ,4.3  ,25.99,https://www.amazon.com/Communicating-Data-Tableau-Developing-Visualizations/dp/1449372023/ref=sr_1_16?keywords=Tableau&qid=1669446486&sr=8-16
"Learning Tableau 2020: Create effective data visualizations, build interactive visual analytics, and transform your organization, 4th Edition  ",Joshua N. Milligan,195  ,4.4  ,37.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05725411QZ8PCWHCA3IG&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FLearning-Tableau-2020-visualizations-organization%2Fdp%2F1800200366%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-17-spons%26psc%3D1
The Tableau Workshop: A practical guide to the art of data visualization with Tableau  ,"Sumit Gupta, Sylvester Pinto",32  ,4.7  ,46.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04715593W05J81JBAZEO&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FTableau-Workshop-practical-guide-visualization%2Fdp%2F1800207654%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-18-spons%26psc%3D1
"SQL QuickStart Guide: The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL  ",Walter Shields,"1,356  ",4.6  ,22.49,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A00885081GYT718IVFNF6&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FSQL-QuickStart-Guide-Simplified-Manipulating%2Fdp%2F1945051752%2Fref%3Dsr_1_19_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-19-spons%26psc%3D1
"Time Series Analysis with Python Cookbook: Practical recipes for exploratory data analysis, data preparation, forecasting, and model evaluation  ",Tarek A. Atwan,15  ,4.8  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0395205H9HMVI56EU2K&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FTime-Analysis-Python-Cookbook-exploratory%2Fdp%2F1801075549%2Fref%3Dsr_1_20_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-20-spons%26psc%3D1
"Tableau Strategies: Solving Real, Practical Problems with Data Analytics  ","Ann Jackson, Luke Stanke",32  ,4.2  ,29.1,https://www.amazon.com/Tableau-Strategies-Practical-Problems-Analytics/dp/149208008X/ref=sr_1_21?keywords=Tableau&qid=1669446486&sr=8-21
"Innovative Tableau: 100 More Tips, Tutorials, and Strategies  ",Ryan Sleeper,81  ,4.5  ,40.99,https://www.amazon.com/Innovative-Tableau-More-Tutorials-Strategies/dp/1492075655/ref=sr_1_22?keywords=Tableau&qid=1669446486&sr=8-22
"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis  ",Hendrik Kleine,17  ,4.1  ,41.99,https://www.amazon.com/Tableau-Prep-Cookbook-transform-analysis/dp/1800563760/ref=sr_1_23?keywords=Tableau&qid=1669446486&sr=8-23
"Maximizing Tableau Server: A beginner's guide to accessing, sharing, and managing content on Tableau Server  ","Patrick Sarsfield, Brandi Locker",19  ,4.6  ,46.99,https://www.amazon.com/Maximizing-Tableau-Server-Patrick-Sarsfield/dp/1801071136/ref=sr_1_24?keywords=Tableau&qid=1669446486&sr=8-24
Tableau Simplified: A simple and precise guide for understanding and using Tableau  ,Ramanathan Jayaraman,3  ,5.0  ,9.0,https://www.amazon.com/Tableau-Simplified-simple-precise-understanding/dp/1689085754/ref=sr_1_25?keywords=Tableau&qid=1669446486&sr=8-25
Visual Data Storytelling with Tableau (Addison-Wesley Data & Analytics Series)  ,,51  ,4.1  ,25.99,https://www.amazon.com/Visual-Data-Storytelling-Tableau-Addison-Wesley-ebook/dp/B07F88PLDD/ref=sr_1_26?keywords=Tableau&qid=1669446486&sr=8-26
Tableau Prep: Up & Running: Self-Service Data Preparation for Better Analysis  ,Carl Allchin,22  ,4.7  ,46.99,https://www.amazon.com/Tableau-Prep-Self-Service-Preparation-Analysis/dp/1492079626/ref=sr_1_27?keywords=Tableau&qid=1669446486&sr=8-27
Etudes-Tableaux: (Op.33 / Op.39) - Piano (Urtext)  ,"Sergei Rachmaninoff, Urtext Piano Reprint",5  ,4.3  ,9.99,https://www.amazon.com/Etudes-Tableaux-Op-33-Op-39-Piano-Urtext/dp/B08HW34R4J/ref=sr_1_28?keywords=Tableau&qid=1669446486&sr=8-28
Tableau Desktop Certified Associate: Exam Guide: Develop your Tableau skills and prepare for Tableau certification with tips from industry experts  ,"Dmitry Anoshin, JC Gillet",41  ,4.3  ,39.99,https://www.amazon.com/Tableau-Desktop-Certified-Associate-certification/dp/1838984135/ref=sr_1_29?keywords=Tableau&qid=1669446486&sr=8-29
"Complete Preludes, Etudes Tableaux and Moments Musicaux, Op. 16  ",Sergei Rachmaninoff,16  ,4.2  ,29.99,https://www.amazon.com/Complete-Preludes-Tableaux-Moments-Musicaux/dp/1480345121/ref=sr_1_30?keywords=Tableau&qid=1669446486&sr=8-30
"Learning Tableau 2019: Tools for Business Intelligence, data prep, and visual analytics, 3rd Edition  ",Joshua N. Milligan,90  ,4.3  ,33.49,https://www.amazon.com/Learning-Tableau-2019-Intelligence-analytics/dp/1788839528/ref=sr_1_31?keywords=Tableau&qid=1669446486&sr=8-31
Tableau Your Data!: Fast and Easy Visual Analysis with Tableau Software  ,Daniel G. Murray,102  ,4.2  ,36.0,https://www.amazon.com/Tableau-Your-Data-Analysis-Software-ebook/dp/B01BA0BLGA/ref=sr_1_32?keywords=Tableau&qid=1669446486&sr=8-32
"Beginners Guide to Data Visualization: How to Understand, Design, and Optimize Over 40 Different Charts (All Things Data)  ",Elizabeth Clarke,11  ,4.8  ,15.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06123853IL9EXIIFPLEJ&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FBeginners-Guide-Data-Visualization-Understand%2Fdp%2F1777967163%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-33-spons%26psc%3D1
"Excel: The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples  ",Nigel Tillery,296  ,4.4  ,18.87,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02451963T6HQCDSP6FQN&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FExcel-Illustrative-Beginners-Fundamental-Real-Life%2Fdp%2FB0B1JZYHHX%2Fref%3Dsr_1_34_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-34-spons%26psc%3D1
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data ... Present Data Effectively (All Things Data)  ",Elizabeth Clarke,15  ,4.8  ,15.68,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09811401QN0M98H4VE2I&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FData-Analytics-Visualization-Communicating-Effectively%2Fdp%2F1777967198%2Fref%3Dsr_1_35_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-35-spons%26psc%3D1
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS  ,Gareth Eagar,55  ,4.5  ,39.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01226732NVVMMQF2QAVY&qualifier=1669446486&id=3870602762615613&widgetName=sp_mtf&url=%2FData-Engineering-AWS-Gareth-Eagar%2Fdp%2F1800560419%2Fref%3Dsr_1_36_sspa%3Fkeywords%3DTableau%26qid%3D1669446486%26sr%3D8-36-spons%26psc%3D1
"Tableau For Dummies, 2nd Edition (For Dummies (Computer/Tech))  ",Jack A. Hyman,NA,NA,34.99,https://www.amazon.com/Tableau-For-Dummies-2nd-Edition/dp/1119684587/ref=sr_1_37?keywords=Tableau&qid=1669446486&sr=8-37
"Power BI, Excel and Tableau - Business Intelligence Clinic: Create and Learn  ","Roger F. Silva, Daniane Silva",5  ,3.9  ,39.95,https://www.amazon.com/Power-BI-Excel-Tableau-Intelligence/dp/B086PLNN1N/ref=sr_1_38?keywords=Tableau&qid=1669446486&sr=8-38
Tableau Desktop Specialist Certification: Your primer to geared toward multiple learning styles to prepare you to ace the Tableau Desktop Exam  ,Adam Mico,NA,NA,44.99,https://www.amazon.com/Tableau-Desktop-Specialist-Certification-multiple/dp/1801810133/ref=sr_1_39?keywords=Tableau&qid=1669446486&sr=8-39
The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios  ,"Steve Wexler, Jeffrey Shaffer",683  ,4.6  ,24.49,https://www.amazon.com/Big-Book-Dashboards-Visualizing-Real-World/dp/1119282713/ref=sr_1_40?keywords=Tableau&qid=1669446486&sr=8-40
Data Modeling with Tableau: A practical guide to help data analysts build data models using Tableau Prep and Tableau Desktop  ,Kirk Munroe,NA,NA,44.99,https://www.amazon.com/Data-Modeling-Tableau-practical-analysts/dp/1803248025/ref=sr_1_41?keywords=Tableau&qid=1669446486&sr=8-41
"SQL QuickStart Guide: The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL  ",Walter Shields,"1,356  ",4.6  ,22.49,https://www.amazon.com/SQL-QuickStart-Guide-Simplified-Manipulating/dp/1945051752/ref=sr_1_42?keywords=Tableau&qid=1669446486&sr=8-42
Storytelling with Data: A Data Visualization Guide for Business Professionals  ,Cole Nussbaumer Knaflic,"3,458  ",4.6  ,28.49,https://www.amazon.com/Storytelling-Data-Visualization-Business-Professionals/dp/1119002257/ref=sr_1_43?keywords=Tableau&qid=1669446486&sr=8-43
Sql Guide (Quick Study: SQL)  ,Inc. BarCharts,"1,662  ",4.5  ,4.95,https://www.amazon.com/Sql-Guide-Quick-Study-SQL/dp/1572229160/ref=sr_1_44?keywords=Tableau&qid=1669446486&sr=8-44
Grand Tableau Lenormand  ,Marie Lenormand,189  ,4.7  ,13.95,https://www.amazon.com/Grand-Tableau-Lenormand-Marie/dp/0738769614/ref=sr_1_45?keywords=Tableau&qid=1669446486&sr=8-45
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools  ",David Mertz,28  ,4.8  ,39.99,https://www.amazon.com/Cleaning-Data-Effective-Science-command-line/dp/1801071292/ref=sr_1_46?keywords=Tableau&qid=1669446486&sr=8-46
"Etudes Tableaux, Op. 33 & 39: Schirmer Library of Classics Volume 2002 Piano Solo (Schirmer's Library of Musical Classics)  ",Sergei Rachmaninoff,32  ,4.3  ,13.99,https://www.amazon.com/Etudes-Tableaux-Op-33-Schirmers/dp/0793545188/ref=sr_1_47?keywords=Tableau&qid=1669446486&sr=8-47
Expert Data Modeling with Power BI: Get the best out of Power BI by building optimized data models for reporting and business needs  ,"Soheil Bakhshi, Christian Wade",49  ,4.8  ,46.53,https://www.amazon.com/Expert-Data-Modeling-Power-optimized/dp/1800205694/ref=sr_1_48?keywords=Tableau&qid=1669446486&sr=8-48
The Tableau Workshop: A practical guide to the art of data visualization with Tableau  ,"Sumit Gupta, Sylvester Pinto",32  ,4.7  ,46.99,https://www.amazon.com/Tableau-Workshop-practical-guide-visualization/dp/1800207654/ref=sr_1_49?keywords=Tableau&qid=1669446486&sr=8-49
Zero to Data Viz as a Tableau Desktop Specialist  ,John J Zugelder,9  ,3.6  ,39.99,https://www.amazon.com/Zero-Data-Tableau-Desktop-Specialist/dp/057875424X/ref=sr_1_50?keywords=Tableau&qid=1669446486&sr=8-50
"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises  ",Mark Reed,283  ,4.7  ,22.49,https://www.amazon.com/SQL-Intermediate-Programming-Practical-Exercises/dp/B0B5MM3RMK/ref=sr_1_51?keywords=Tableau&qid=1669446486&sr=8-51
Tableau Desktop Specialist Certification - Latest 2022 – Practice Questions  ,"Exam Jin, M.J Iqbal",1  ,1.0  ,20.5,https://www.amazon.com/Tableau-Desktop-Specialist-Certification-Questions/dp/B0B5KXN651/ref=sr_1_52?keywords=Tableau&qid=1669446486&sr=8-52
Tableau Workout Book: Learn Tableau fast: 9 exercises to become a dashboard expert  ,Carlos Daniel Ponce García,3  ,4.6  ,0.0,https://www.amazon.com/Tableau-Workout-Book-exercises-dashboard-ebook/dp/B0861W8TN5/ref=sr_1_53?keywords=Tableau&qid=1669446486&sr=8-53
The Petit Lenormand Traditional Grand Tableau: A New Look at the Method of Distance  ,Lisa Young-Sutton,3  ,5.0  ,8.99,https://www.amazon.com/Petit-Lenormand-Traditional-Grand-Tableau-ebook/dp/B0BKMW6HZY/ref=sr_1_54?keywords=Tableau&qid=1669446486&sr=8-54
Tableau Desktop Specialist Practice Tests 2020: Prepare for and pass the current Tableau Desktop Specialist Exam (Tableau Certification Exams)  ,Emil Frlez,2  ,4.0  ,19.95,https://www.amazon.com/Tableau-Desktop-Specialist-Practice-Tests/dp/B09CHL4M8Z/ref=sr_1_55?keywords=Tableau&qid=1669446486&sr=8-55
Simple SQL: Beginner’s Guide To Master SQL And Boost Career (Zero To Hero)  ,Dane Wade,55  ,4.6  ,0.0,https://www.amazon.com/Simple-SQL-Beginners-Master-Career-ebook/dp/B0B357WNV1/ref=sr_1_56?keywords=Tableau&qid=1669446486&sr=8-56
Tableau for Business Users: Learn to Automate and Simplify Dashboards for Better Decision Making  ,Shankar Arul,NA,NA,21.06,https://www.amazon.com/Tableau-Business-Users-Automate-Dashboards/dp/1484277856/ref=sr_1_57?keywords=Tableau&qid=1669446486&sr=8-57
Excel Formulas (Quick Study Computer)  ,Inc. BarCharts,"2,389  ",4.6  ,5.95,https://www.amazon.com/Excel-Formulas-Quick-Study-Computer/dp/1423221699/ref=sr_1_58?keywords=Tableau&qid=1669446486&sr=8-58
Tableaux de Provence (English and French Edition)  ,"Paule Maurice, French Edition",41  ,4.9  ,35.78,https://www.amazon.com/Tableaux-Provence-English-French-Maurice/dp/0230939538/ref=sr_1_59?keywords=Tableau&qid=1669446486&sr=8-59
Excel: Pivot Tables & Charts (Quick Study Computer)  ,Inc. BarCharts,"1,514  ",4.6  ,5.95,https://www.amazon.com/Excel-Pivot-Tables-Charts-Computer/dp/1423216431/ref=sr_1_60?keywords=Tableau&qid=1669446486&sr=8-60
"Empowering Marketing and Sales with HubSpot: Take your business to a new level with HubSpot's inbound marketing, SEO, analytics, and sales tools  ",Resa Gooding,15  ,5.0  ,39.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09985481HSZOLPBO48BD&qualifier=1669446489&id=6629902475749254&widgetName=sp_atf&url=%2FEmpowering-Marketing-Sales-HubSpot-correctly%2Fdp%2F1838987142%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-1-spons%26psc%3D1
Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking  ,"Foster Provost, Tom Fawcett",991  ,4.5  ,0.0,https://www.amazon.com/Data-Science-Business-Data-Analytic-Thinking/dp/B08VL5K5ZX/ref=sr_1_2?keywords=Analytics&qid=1669446489&sr=8-2
Embedded Analytics: Integrating Analysis with the Business Workflow  ,"Donald Farmer, Jim Horbury",NA,NA,59.99,https://www.amazon.com/Embedded-Analytics-Integrating-Analysis-Business/dp/1098120930/ref=sr_1_3?keywords=Analytics&qid=1669446489&sr=8-3
Analytics: The Agile Way  ,"Phil Simon, Greg Tremblay",28  ,4.0  ,0.0,https://www.amazon.com/Analytics-Phil-Simon-audiobook/dp/B07G7G2ZCG/ref=sr_1_4?keywords=Analytics&qid=1669446489&sr=8-4
Strategic Analytics: Advancing Strategy Execution and Organizational Effectiveness  ,Alec Levenson,26  ,4.3  ,26.38,https://www.amazon.com/Strategic-Analytics-Advancing-Organizational-Effectiveness/dp/1626560552/ref=sr_1_5?keywords=Analytics&qid=1669446489&sr=8-5
Strategic Analytics: The Insights You Need from Harvard Business Review (HBR Insights Series)  ,,33  ,3.9  ,0.0,https://www.amazon.com/Strategic-Analytics-Insights-Harvard-Business/dp/B086R78RTT/ref=sr_1_6?keywords=Analytics&qid=1669446489&sr=8-6
Advancing the Power of Learning Analytics and Big Data in Education (Advances in Educational Technologies and Instructional Design)  ,"Ana Azevedo, José Manuel Azevedo",NA,NA,195.0,https://www.amazon.com/Advancing-Analytics-Educational-Technologies-Instructional/dp/1799871037/ref=sr_1_7?keywords=Analytics&qid=1669446489&sr=8-7
Advancing into Analytics: From Excel to Python and R  ,George Mount,60  ,4.6  ,39.49,https://www.amazon.com/Advancing-into-Analytics-Excel-Python/dp/149209434X/ref=sr_1_8?keywords=Analytics&qid=1669446489&sr=8-8
Even You Can Learn Statistics and Analytics: An Easy to Understand Guide (Pearson Business Analytics Series)  ,"David M. Levine, David F. Stephan",2  ,5.0  ,20.99,https://www.amazon.com/Even-You-Learn-Statistics-Analytics-ebook/dp/B09NSFKW7N/ref=sr_1_9?keywords=Analytics&qid=1669446489&sr=8-9
Competing on Analytics: The New Science of Winning; With a New Introduction  ,"Thomas H. Davenport, Jeanne Harris",195  ,4.5  ,35.0,https://www.amazon.com/Competing-Analytics-Updated-Introduction-Science/dp/1633693724/ref=sr_1_10?keywords=Analytics&qid=1669446489&sr=8-10
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series)  ,Harvard Business Review,383  ,4.5  ,14.19,https://www.amazon.com/Guide-Data-Analytics-Basics-Managers/dp/1633694283/ref=sr_1_11?keywords=Analytics&qid=1669446489&sr=8-11
Lean Analytics: Use Data to Build a Better Startup Faster (Lean (O'Reilly))  ,"Alistair Croll, Benjamin Yoskovitz",484  ,4.5  ,22.99,https://www.amazon.com/Lean-Analytics-Better-Startup-Faster/dp/1449335675/ref=sr_1_12?keywords=Analytics&qid=1669446489&sr=8-12
Exam Readiness: AWS Certified Data Analytics - Specialty | Data Analytics (BigData) Online Course | AWS Training & Certification  ,AWS Training & Certification,27  ,4.4  ,0.0,https://www.amazon.com/Exam-Readiness-Certified-Analytics-Certification/dp/B09HSL98FZ/ref=sr_1_13?keywords=Analytics&qid=1669446489&sr=8-13
Agile Analytics For Startups: The Step-by-Step Guide for Building an Agile Startup with Data Analytics  ,Mert Damlapinar,19  ,4.9  ,0.0,https://www.amazon.com/Agile-Analytics-Startups-Step-Step-ebook/dp/B0BH87DD2C/ref=sr_1_14?keywords=Analytics&qid=1669446489&sr=8-14
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)  ",,327  ,4.4  ,14.8,https://www.amazon.com/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_16?keywords=Analytics&qid=1669446489&sr=8-16
"Time Series Analysis with Python Cookbook: Practical recipes for exploratory data analysis, data preparation, forecasting, and model evaluation  ",Tarek A. Atwan,15  ,4.8  ,49.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0395205H9HMVI56EU2K&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FTime-Analysis-Python-Cookbook-exploratory%2Fdp%2F1801075549%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-17-spons%26psc%3D1
"Mastering Microsoft Power BI: Expert techniques to create interactive insights for effective data analytics and business intelligence, 2nd Edition  ","Greg Deckler, Brett Powell",41  ,4.7  ,44.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04632283281TRPYMOMT&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FMastering-Microsoft-Power-interactive-intelligence%2Fdp%2F1801811482%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-18-spons%26psc%3D1
How Highly Effective People Speak: How High Performers Use Psychology to Influence With Ease (Speak for Success)  ,Peter Andrei,863  ,4.3  ,20.69,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02839293EQ5R3UDJKGRR&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FHow-Highly-Effective-People-Speak%2Fdp%2FB089CSW3Y6%2Fref%3Dsr_1_19_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-19-spons%26psc%3D1
LLC Beginner's Guide for Aspiring Entrepreneurs: The Most Updated Handbook on How to Form a Small Limited Liability Company. Grow Your Business by ... Records and Reaping the Tax Benefits  ,Eddie Cobb,66  ,4.9  ,13.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0548711EEZN5CVZFBYS&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FLLC-Beginners-Guide-Aspiring-Entrepreneurs%2Fdp%2FB0BJN7FJG9%2Fref%3Dsr_1_20_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-20-spons%26psc%3D1
Sports Analytics (World Scientific Series In Finance)  ,,2  ,2.0  ,39.11,https://www.amazon.com/Sports-Analytics-World-Scientific-Finance/dp/9811247528/ref=sr_1_21?keywords=Analytics&qid=1669446489&sr=8-21
Lean Analytics: 3 Books in 1: The Complete Guide to Using Data to Optimize and Build a Better Startup Business (Lean Methodology)  ,,114  ,4.9  ,0.0,https://www.amazon.com/Lean-Analytics-Complete-Optimize-Methodology-ebook/dp/B0BH18YM4G/ref=sr_1_22?keywords=Analytics&qid=1669446489&sr=8-22
"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die  ",Eric Siegel,400  ,4.3  ,24.0,https://www.amazon.com/Predictive-Analytics-Power-Predict-Click/dp/1119145678/ref=sr_1_23?keywords=Analytics&qid=1669446489&sr=8-23
Net Gains: Inside the Beautiful Game’s Analytics Revolution  ,Ryan O'Hanlon,19  ,4.7  ,27.0,https://www.amazon.com/Net-Gains-Beautiful-Analytics-Revolution/dp/1419758918/ref=sr_1_25?keywords=Analytics&qid=1669446489&sr=8-25
Product Analytics: Applied Data Science Techniques for Actionable Consumer Insights (Addison-Wesley Data & Analytics Series)  ,,21  ,4.0  ,28.99,https://www.amazon.com/Product-Analytics-Techniques-Actionable-Addison-Wesley-ebook/dp/B08F5JKCWT/ref=sr_1_26?keywords=Analytics&qid=1669446489&sr=8-26
SQL for Data Analytics: Perform efficient and fast data analysis with the power of SQL  ,Chad Knowles,210  ,4.9  ,0.0,https://www.amazon.com/SQL-Data-Analytics-efficient-analysis-ebook/dp/B0BG5XCWGJ/ref=sr_1_27?keywords=Analytics&qid=1669446489&sr=8-27
The Data Driven Leader: A Powerful Approach to Delivering Measurable Business Impact Through People Analytics  ,"Jenny Dearborn, David Swanson",43  ,4.2  ,0.0,https://www.amazon.com/The-Data-Driven-Leader-audiobook/dp/B07GDR73NX/ref=sr_1_28?keywords=Analytics&qid=1669446489&sr=8-28
SQL for Data Analytics: Perform efficient and fast data analysis with the power of SQL  ,Chad Knowles,210  ,4.9  ,15.97,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0492571P7LVKSU93F2O&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FSQL-Data-Analytics-efficient-analysis%2Fdp%2FB0BG5JN89K%2Fref%3Dsr_1_29_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-29-spons%26psc%3D1
Raise Your Analytics Game: From Excel to PowerBI  ,"Ali Noorani, Muneeba Sirshar",NA,NA,32.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0553590B3QB9WAA0T6Z&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FRaise-Your-Analytics-Game-PowerBI%2Fdp%2FB0B45C7J53%2Fref%3Dsr_1_30_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-30-spons%26psc%3D1
Algebra Part 1 (Quickstudy Reference Guides - Academic)  ,Inc. BarCharts,"2,154  ",4.7  ,6.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A067333239QKH69CI75KY&qualifier=1669446489&id=6629902475749254&widgetName=sp_mtf&url=%2FAlgebra-Part-Quickstudy-Reference-Guides%2Fdp%2F1572227354%2Fref%3Dsr_1_31_sspa%3Fkeywords%3DAnalytics%26qid%3D1669446489%26sr%3D8-31-spons%26psc%3D1
